"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter","side","name_bilateral","abbr_bilateral"
"3481","paxinos",2070,"dorsal corticospinal tract","dcs","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_dorsal corticospinal tract","le_dcs"
"3321","paxinos",2071,"deep cerebral white matter","dcw","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_deep cerebral white matter","le_dcw"
"3501","paxinos",2073,"dorsal fornix","df","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_dorsal fornix","le_df"
"3511","paxinos",2074,"dorsal hippocampal commissure","dhc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","left","le_dorsal hippocampal commissure","le_dhc"
"3341","paxinos",2075,"deep lingual artery and vein",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_deep lingual artery and vein","le_NA"
"3551","paxinos",2076,"dorsal lateral olfactory tract","dlo","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_dorsal lateral olfactory tract","le_dlo"
"3391","paxinos",2077,"dopamine cells",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dopamine cells","le_NA"
"3371","paxinos",2078,"descending palatine artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_descending palatine artery","le_NA"
"3701","paxinos",2079,"dorsal spinocerebellar tract","dsc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_dorsal spinocerebellar tract","le_dsc"
"3711","paxinos",2080,"dorsal spinocerebellar tract and olivocerebellar tract","dsc/oc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_dorsal spinocerebellar tract and olivocerebellar tract","le_dsc/oc"
"4061","paxinos",2084,"external capsule","ec","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_external capsule","le_ec"
"4071","paxinos",2085,"external carotid artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_external carotid artery","le_NA"
"4101","paxinos",2086,"external medullary lamina","eml","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_external medullary lamina","le_eml"
"4341","paxinos",2087,"fornix","f","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_fornix","le_f"
"4281","paxinos",2088,"fimbria of the hippocampus","fi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_fimbria of the hippocampus","le_fi"
"4311","paxinos",2089,"forceps minor of the corpus callosum","fmi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_forceps minor of the corpus callosum","le_fmi"
"4301","paxinos",2090,"forceps major of the corpus callosum","fmj","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_forceps major of the corpus callosum","le_fmj"
"4331","paxinos",2091,"fornix","f","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_fornix","le_f"
"4221","paxinos",2092,"fasciculus retroflexus","fr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_fasciculus retroflexus","le_fr"
"4391","paxinos",2093,"genu of the facial nerve","g7","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_genu of the facial nerve","le_g7"
"4381","paxinos",2094,"genu of the corpus callosum","gcc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_genu of the corpus callosum","le_gcc"
"4551","paxinos",2095,"greater palatine artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_greater palatine artery","le_NA"
"4471","paxinos",2096,"gracile fasciculus","gr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_gracile fasciculus","le_gr"
"4571","paxinos",2097,"hippocampal fissure","hif","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_hippocampal fissure","le_hif"
"4591","paxinos",2098,"hippocampal white matter",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_hippocampal white matter","le_NA"
"5061","paxinos",2099,"internal arcuate fibers","ia","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_internal arcuate fibers","le_ia"
"4661","paxinos",2100,"inferior alveolar artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior alveolar artery","le_NA"
"5071","paxinos",2101,"internal capsule","ic","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_internal capsule","le_ic"
"4931","paxinos",2102,"intercrural fissure","icf","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intercrural fissure","le_icf"
"4681","paxinos",2103,"inferior cerebellar peduncle (restiform body)","icp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_inferior cerebellar peduncle (restiform body)","le_icp"
"4671","paxinos",2104,"inferior cerebellar peduncle decussation","icpx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior cerebellar peduncle decussation","le_icpx"
"5081","paxinos",2105,"internal carotid artery","ictd","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_internal carotid artery","le_ictd"
"5091","paxinos",2106,"internal medullary lamina","iml","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_internal medullary lamina","le_iml"
"5041","paxinos",2107,"intermedioventral thalamic commissure","imvc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_intermedioventral thalamic commissure","le_imvc"
"4841","paxinos",2108,"infraorbital artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_infraorbital artery","le_NA"
"4811","paxinos",2109,"inferior ophthalmic artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior ophthalmic artery","le_NA"
"4851","paxinos",2110,"infraorbital artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_infraorbital artery","le_NA"
"6031","paxinos",2112,"longitudinal fasciculus of the pons","lfp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_longitudinal fasciculus of the pons","le_lfp"
"6001","paxinos",2113,"lingual artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_lingual artery","le_NA"
"5531","paxinos",2114,"lateral lemniscus","ll","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_lateral lemniscus","le_ll"
"5551","paxinos",2115,"lateral olfactory tract","lo","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_lateral olfactory tract","le_lo"
"5571","paxinos",2116,"lateral orbitofrontal artery","lofr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_lateral orbitofrontal artery","le_lofr"
"6871","paxinos",2118,"motor root of the trigeminal nerve","m5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_motor root of the trigeminal nerve","le_m5"
"6131","paxinos",2119,"masseteric artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_masseteric artery","le_NA"
"6801","paxinos",2120,"middle cerebral artery","mcer","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_middle cerebral artery","le_mcer"
"6251","paxinos",2121,"medial corticohypothalamic tract","mch","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_medial corticohypothalamic tract","le_mch"
"6791","paxinos",2122,"middle cerebellar peduncle","mcp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_middle cerebellar peduncle","le_mcp"
"6761","paxinos",2123,"mesencephalic trigeminal tract","me5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_mesencephalic trigeminal tract","le_me5"
"6301","paxinos",2124,"medial forebrain bundle","mfb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_medial forebrain bundle","le_mfb"
"6311","paxinos",2125,"medial forebrain bundle, 'a' component",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_medial forebrain bundle, 'a' component","le_NA"
"6321","paxinos",2126,"medial forebrain bundle, 'b' component",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_medial forebrain bundle, 'b' component","le_NA"
"6371","paxinos",2127,"medial lemniscus","ml","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_medial lemniscus","le_ml"
"6391","paxinos",2128,"medial longitudinal fasciculus","mlf","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_medial longitudinal fasciculus","le_mlf"
"6381","paxinos",2129,"medial lemniscus decussation","mlx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_medial lemniscus decussation","le_mlx"
"6811","paxinos",2130,"middle meningeal artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_middle meningeal artery","le_NA"
"6441","paxinos",2131,"medial orbitofrontal artery","mofr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_medial orbitofrontal artery","le_mofr"
"6081","paxinos",2132,"mammillary peduncle","mp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_mammillary peduncle","le_mp"
"6111","paxinos",2133,"mammillothalamic tract","mt","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_mammillothalamic tract","le_mt"
"6101","paxinos",2134,"mammillotegmental tract","mtg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_mammillotegmental tract","le_mtg"
"6151","paxinos",2135,"maxillary artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_maxillary artery","le_NA"
"6951","paxinos",2136,"nerves",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nerves","le_NA"
"6981","paxinos",2137,"noradrenaline cells",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_noradrenaline cells","le_NA"
"6971","paxinos",2138,"nigrostriatal bundle","ns","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_nigrostriatal bundle","le_ns"
